,beat_num,tot_pop,white_nothisp,black_nothisp,tot_hisp,year
1,111,259,173,42,10,1990
2,112,138,111,12,6,1990
3,113,407,259,87,56,1990
4,114,4991,4062,624,125,1990
5,121,1801,1459,162,113,1990
6,122,383,235,85,56,1990
7,123,5563,3637,1419,274,1990
8,124,0,0,0,0,1990
9,131,5059,340,4331,38,1990
10,132,1754,152,1590,2,1990
11,133,9190,428,8416,54,1990
12,211,8241,1224,6215,141,1990
13,212,13389,42,13251,78,1990
14,213,11867,27,11806,6,1990
15,214,6554,18,6458,67,1990
16,215,8304,1,8278,18,1990
17,221,6579,53,6456,42,1990
18,222,14838,3466,10651,240,1990
19,223,7053,5,6968,29,1990
20,224,8062,21,7982,53,1990
21,225,6145,15,6056,2,1990
22,231,3021,6,2997,4,1990
23,232,4614,0,4579,36,1990
24,233,8403,1746,6296,104,1990
25,234,11910,5779,4900,230,1990
26,235,9875,5989,2371,281,1990
27,311,4675,56,4600,19,1990
28,312,6025,23,5941,60,1990
29,313,6562,210,6296,7,1990
30,314,6881,408,6377,38,1990
31,321,9647,7,9557,71,1990
32,322,5619,11,5592,16,1990
33,323,8997,30,8913,53,1990
34,324,9224,40,9110,44,1990
35,331,11279,1359,9614,134,1990
36,332,7939,169,7707,43,1990
37,333,5363,126,5183,54,1990
38,334,9774,491,9082,146,1990
39,411,7215,4,7161,17,1990
40,412,13294,181,13055,48,1990
41,413,12492,281,11979,176,1990
42,414,13401,172,13124,44,1990
43,421,12311,177,11899,218,1990
44,422,8142,381,6848,895,1990
45,423,17869,1382,10270,6156,1990
46,424,11213,847,3633,6679,1990
47,431,12818,1729,8552,2524,1990
48,432,15826,8607,41,7119,1990
49,433,14838,12480,76,2164,1990
50,434,4443,561,1440,2441,1990
51,511,17569,212,17290,2,1990
52,512,11112,93,10866,103,1990
53,513,10573,149,10316,77,1990
54,522,10893,43,10776,64,1990
55,523,13987,225,13739,25,1990
56,524,11317,141,11026,98,1990
57,531,6000,1105,4205,684,1990
58,532,9316,351,7353,1567,1990
59,533,9628,108,9325,180,1990
60,611,11014,116,10867,30,1990
61,612,11029,9,10958,52,1990
62,613,9995,66,9908,11,1990
63,614,12162,632,11431,46,1990
64,621,9141,20,9110,12,1990
65,622,4479,57,4372,32,1990
66,623,6749,47,6676,22,1990
67,624,9514,135,9339,33,1990
68,631,10332,112,10140,57,1990
69,632,10807,67,10671,65,1990
70,633,8155,67,7945,120,1990
71,634,5535,14,5480,33,1990
72,711,8742,80,8631,0,1990
73,712,8657,24,8605,14,1990
74,713,9069,71,8893,29,1990
75,714,5080,58,4989,21,1990
76,715,6463,54,6312,92,1990
77,722,5669,8,5565,38,1990
78,723,6978,3,6938,24,1990
79,724,6179,21,6033,78,1990
80,725,7528,8,7503,1,1990
81,726,7552,35,7499,1,1990
82,731,5938,52,5841,30,1990
83,732,6287,44,6150,58,1990
84,733,7404,6,7269,76,1990
85,734,6504,383,6046,65,1990
86,735,8373,85,8262,26,1990
87,811,21076,20118,0,887,1990
88,812,14819,13820,0,883,1990
89,813,17009,15398,0,1455,1990
90,814,11013,5863,4135,939,1990
91,815,11591,9925,87,1284,1990
92,821,6626,5481,0,1085,1990
93,822,13347,10577,20,2635,1990
94,823,17369,10872,327,5877,1990
95,824,11918,4958,1387,5484,1990
96,825,8784,1987,3770,2762,1990
97,831,12456,7446,1179,3460,1990
98,832,8934,1824,6117,846,1990
99,833,14756,12941,102,1561,1990
100,834,20757,19473,118,1021,1990
101,835,16103,10260,4440,1187,1990
102,911,9413,3396,736,4889,1990
103,912,12635,7324,10,4985,1990
104,913,13652,7697,6,4390,1990
105,914,14341,4675,445,1478,1990
106,915,11700,7055,1486,2054,1990
107,921,10245,6150,0,3830,1990
108,922,11395,8070,5,3233,1990
109,923,9971,5974,97,3860,1990
110,924,7844,1355,1,6425,1990
111,925,7424,4113,2445,855,1990
112,931,10274,2507,877,6860,1990
113,932,10962,941,8283,1704,1990
114,933,8862,1240,3206,4317,1990
115,934,9256,112,8637,480,1990
116,935,4656,722,3712,221,1990
117,1011,8009,29,7944,30,1990
118,1012,7257,15,7224,13,1990
119,1013,11970,499,2851,8608,1990
120,1014,7521,110,7337,65,1990
121,1021,6282,9,6225,0,1990
122,1022,7746,173,6428,1131,1990
123,1023,7115,292,2533,4270,1990
124,1024,13858,354,2556,10881,1990
125,1031,20127,1760,3,18237,1990
126,1032,12007,729,3,11256,1990
127,1033,13635,854,1699,11046,1990
128,1034,15036,2544,1812,10609,1990
129,1111,10271,768,7277,2015,1990
130,1112,9472,224,8086,1140,1990
131,1113,5499,14,5469,16,1990
132,1114,2982,10,2937,31,1990
133,1115,4766,5,4740,4,1990
134,1121,8645,224,7056,1243,1990
135,1122,6653,97,6526,11,1990
136,1123,6278,49,6172,52,1990
137,1124,3945,27,3787,77,1990
138,1125,6005,0,6005,0,1990
139,1131,5499,21,5459,4,1990
140,1132,6565,16,6457,52,1990
141,1133,7258,1,7172,76,1990
142,1134,4383,23,4326,20,1990
143,1135,5458,277,4215,948,1990
144,1211,10896,1735,1287,7679,1990
145,1212,13072,6510,256,5818,1990
146,1213,10061,2592,1520,5850,1990
147,1214,2180,828,540,784,1990
148,1215,9057,2232,663,6039,1990
149,1221,9646,3608,1109,4860,1990
150,1222,4209,75,4097,15,1990
151,1223,4957,5,4938,13,1990
152,1224,2322,394,1871,40,1990
153,1225,4914,609,2427,1624,1990
154,1231,10181,3660,4412,792,1990
155,1232,6868,2202,3344,614,1990
156,1233,13299,323,7622,5325,1990
157,1234,18456,1694,126,16469,1990
158,1235,13365,1002,166,12126,1990
159,1411,14510,4958,397,8761,1990
160,1412,11530,4809,326,5903,1990
161,1413,13320,2790,945,9383,1990
162,1414,10603,2266,946,7245,1990
163,1421,12436,1617,1105,9535,1990
164,1422,13677,999,2659,9690,1990
165,1423,9634,751,1704,7020,1990
166,1424,7850,2484,1512,3836,1990
167,1431,9708,2651,271,6572,1990
168,1432,8241,3552,134,4375,1990
169,1433,9637,2534,206,6733,1990
170,1434,9784,3655,738,5169,1990
171,1511,9071,307,8684,4,1990
172,1512,6036,207,5761,67,1990
173,1513,6101,1523,4082,411,1990
174,1522,9563,102,9391,59,1990
175,1523,6590,129,6357,85,1990
176,1524,8315,98,8019,107,1990
177,1531,7385,116,7212,36,1990
178,1532,8084,93,7903,70,1990
179,1533,8425,179,8238,7,1990
180,1611,18340,17472,6,459,1990
181,1612,12971,12352,5,359,1990
182,1613,13748,13018,6,425,1990
183,1614,13496,12368,139,635,1990
184,1621,11045,10272,0,345,1990
185,1622,24506,22892,44,745,1990
186,1623,15735,13944,33,835,1990
187,1624,14583,13145,81,1027,1990
188,1631,16942,15876,1,710,1990
189,1632,11059,9981,148,613,1990
190,1633,17628,15765,8,1201,1990
191,1634,13822,12023,1,1293,1990
192,1651,8,4,4,0,1990
193,1652,4,2,2,0,1990
194,1653,9,5,5,0,1990
195,1654,2536,1028,179,896,1990
196,1655,4,2,2,0,1990
197,1711,15497,12121,24,859,1990
198,1712,20865,11732,297,3478,1990
199,1713,13711,3830,724,5481,1990
200,1722,12078,9378,122,1732,1990
201,1723,20697,9592,471,6985,1990
202,1724,16858,8178,294,5814,1990
203,1731,11822,9476,32,1838,1990
204,1732,11500,8455,32,2209,1990
205,1733,11918,7202,123,3678,1990
206,1811,7238,6028,425,586,1990
207,1812,8632,7871,330,218,1990
208,1813,8571,7009,1014,396,1990
209,1814,11126,9961,613,309,1990
210,1821,7885,4770,2693,302,1990
211,1822,2513,96,2392,11,1990
212,1823,6093,447,5511,100,1990
213,1824,18978,16947,1273,449,1990
214,1831,1849,1198,534,66,1990
215,1832,7034,5314,1177,313,1990
216,1833,10151,9207,204,248,1990
217,1834,8469,6971,712,279,1990
218,1911,18252,11775,153,4761,1990
219,1912,15893,8387,1041,5110,1990
220,1913,8385,3093,1959,2385,1990
221,1914,12786,4186,4920,1667,1990
222,1915,12668,6539,2677,2699,1990
223,1921,11840,8297,143,2730,1990
224,1922,15266,10660,502,3603,1990
225,1923,9817,6217,796,2151,1990
226,1924,9820,7564,422,1357,1990
227,1925,23447,18395,2405,1443,1990
228,1931,10250,4631,1190,4194,1990
229,1932,9493,7792,221,1267,1990
230,1933,9101,6996,377,1261,1990
231,1934,18744,16121,911,1054,1990
232,1935,15323,13679,465,647,1990
233,2011,16228,11287,109,1418,1990
234,2012,11322,6283,434,2888,1990
235,2013,13931,6698,1509,3561,1990
236,2022,9116,4591,2903,1032,1990
237,2023,9600,5002,2710,951,1990
238,2024,11276,4785,3070,1330,1990
239,2031,11082,6663,303,2424,1990
240,2032,11591,5535,674,4191,1990
241,2033,8201,2340,1695,1772,1990
242,2211,23516,22725,234,445,1990
243,2212,20768,12839,7542,302,1990
244,2213,12122,5850,6054,154,1990
245,2221,9440,2990,6327,64,1990
246,2222,9847,53,9750,37,1990
247,2223,12203,62,12017,68,1990
248,2232,9101,92,8972,36,1990
249,2233,9626,33,9579,14,1990
250,2234,10438,70,10286,37,1990
251,2411,20378,16638,684,1132,1990
252,2412,16178,11391,545,1287,1990
253,2413,21487,13756,885,2010,1990
254,2422,10476,3872,3910,2242,1990
255,2423,11699,5716,2663,2262,1990
256,2424,12101,4998,3625,2340,1990
257,2431,7954,3897,1684,1488,1990
258,2432,17480,8477,3591,3424,1990
259,2433,22057,12181,4234,2786,1990
260,2511,10365,9089,0,989,1990
261,2512,16466,11657,187,3974,1990
262,2513,7431,4245,2541,449,1990
263,2514,12808,10367,27,2072,1990
264,2515,11722,7804,619,2970,1990
265,2521,14797,9361,26,4827,1990
266,2522,12417,4016,216,7940,1990
267,2523,11933,9028,8,2684,1990
268,2524,11536,4333,58,6827,1990
269,2525,11400,1980,455,8734,1990
270,2531,8665,513,7453,527,1990
271,2532,11393,402,10142,701,1990
272,2533,11291,1432,6273,3251,1990
273,2534,14231,1574,3156,9239,1990
274,2535,11555,1064,1361,9091,1990
275,3100,23167,22227,1,584,1990
276,111,379,190,98,40,2000
277,112,369,207,40,37,2000
278,113,622,348,138,38,2000
279,114,5742,3801,700,245,2000
280,121,3849,2164,539,181,2000
281,122,1352,770,160,85,2000
282,123,7632,4268,1825,342,2000
283,124,794,92,434,18,2000
284,131,6070,1344,2257,168,2000
285,132,3487,834,1814,112,2000
286,133,7675,300,4681,56,2000
287,211,9120,1410,5402,144,2000
288,212,10475,46,6223,39,2000
289,213,7664,32,4238,26,2000
290,214,6064,47,4218,43,2000
291,215,6236,28,3529,34,2000
292,221,5708,38,3636,27,2000
293,222,14835,2437,8035,197,2000
294,223,7283,60,5064,50,2000
295,224,4577,17,2838,24,2000
296,225,2920,9,1696,31,2000
297,231,2023,9,1362,16,2000
298,232,4382,19,2631,9,2000
299,233,9218,1825,4402,208,2000
300,234,12306,4350,4459,527,2000
301,235,9666,4616,1774,249,2000
302,311,3891,18,2336,23,2000
303,312,5822,15,3425,25,2000
304,313,7330,99,4545,45,2000
305,314,6213,403,3887,64,2000
306,321,9343,39,6076,50,2000
307,322,5883,17,4033,24,2000
308,323,9298,26,6791,57,2000
309,324,9050,43,6007,40,2000
310,331,11488,1185,7276,125,2000
311,332,7804,94,5208,38,2000
312,333,5180,37,3703,28,2000
313,334,9547,238,6969,98,2000
314,411,6957,31,4884,26,2000
315,412,12579,91,9525,52,2000
316,413,11469,113,8317,121,2000
317,414,13129,91,9631,92,2000
318,421,12964,122,8431,131,2000
319,422,7444,201,4295,413,2000
320,423,17169,469,7575,3240,2000
321,424,10455,388,2475,3497,2000
322,431,12634,901,5880,2066,2000
323,432,18689,3962,158,8412,2000
324,433,14804,7428,88,3384,2000
325,434,3906,214,1085,1305,2000
326,511,17092,76,12538,80,2000
327,512,10408,65,6944,46,2000
328,513,9447,41,6282,50,2000
329,522,9558,44,6033,66,2000
330,523,13239,85,8883,61,2000
331,524,10234,69,6942,101,2000
332,531,5705,653,2694,490,2000
333,532,8670,116,4560,859,2000
334,533,8696,51,4439,91,2000
335,611,10041,42,6984,36,2000
336,612,10527,34,7067,61,2000
337,613,9752,34,6884,34,2000
338,614,11104,105,8014,37,2000
339,621,8430,32,5432,23,2000
340,622,3941,12,2744,12,2000
341,623,6847,24,5248,28,2000
342,624,9909,42,6986,33,2000
343,631,10465,28,7664,42,2000
344,632,11178,29,8635,44,2000
345,633,7784,20,5692,27,2000
346,634,5535,9,3872,16,2000
347,711,6647,36,4221,28,2000
348,712,7323,30,4611,56,2000
349,713,7245,26,4651,55,2000
350,714,4463,5,2816,34,2000
351,715,5254,20,3298,68,2000
352,722,5067,22,3033,36,2000
353,723,5566,15,3472,21,2000
354,724,5363,18,3387,22,2000
355,725,6431,18,4055,42,2000
356,726,6291,23,3973,35,2000
357,731,5470,16,3676,20,2000
358,732,5128,9,3134,15,2000
359,733,6468,17,4134,34,2000
360,734,5655,10,3696,25,2000
361,735,7953,28,5105,31,2000
362,811,21907,15256,102,1815,2000
363,812,15160,10049,39,1597,2000
364,813,19916,9585,90,4602,2000
365,814,11629,4381,2428,1248,2000
366,815,15364,6875,124,4017,2000
367,821,9494,2589,62,3850,2000
368,822,19827,3795,198,8994,2000
369,823,22769,3047,2504,8636,2000
370,824,15455,1176,2018,6449,2000
371,825,9616,316,4585,1098,2000
372,831,15424,2083,4551,3131,2000
373,832,9595,321,5603,210,2000
374,833,17711,5612,801,5722,2000
375,834,22156,9137,3349,2558,2000
376,835,17527,2113,8820,937,2000
377,911,12272,1560,1522,5079,2000
378,912,15220,3565,77,5997,2000
379,913,15992,4602,166,4063,2000
380,914,16726,3348,354,1014,2000
381,915,12257,5220,905,1741,2000
382,921,14021,2231,28,6533,2000
383,922,17156,2675,57,8138,2000
384,923,15212,1583,221,7657,2000
385,924,9156,664,71,5008,2000
386,925,6669,2685,1367,537,2000
387,931,13116,798,723,6397,2000
388,932,8723,189,4097,910,2000
389,933,8354,378,1571,2955,2000
390,934,6990,85,4013,178,2000
391,935,3871,510,1823,184,2000
392,1011,6936,26,4145,51,2000
393,1012,6941,16,4345,35,2000
394,1013,12487,226,1840,6169,2000
395,1014,6539,57,4062,57,2000
396,1021,6000,32,3350,28,2000
397,1022,6618,128,3299,706,2000
398,1023,6734,176,1029,2834,2000
399,1024,13742,210,1365,7041,2000
400,1031,22397,719,87,13693,2000
401,1032,13256,296,118,8069,2000
402,1033,16276,713,3963,7212,2000
403,1034,17078,1454,3086,7741,2000
404,1111,9700,230,4888,960,2000
405,1112,8903,99,4748,660,2000
406,1113,4901,17,3196,19,2000
407,1114,2705,18,1653,20,2000
408,1115,4117,10,2525,19,2000
409,1121,7988,118,4043,911,2000
410,1122,6506,35,4129,40,2000
411,1123,5032,32,3165,27,2000
412,1124,3056,31,1846,10,2000
413,1125,3454,9,1881,17,2000
414,1131,4459,21,2836,16,2000
415,1132,6515,20,4094,21,2000
416,1133,7438,57,4516,40,2000
417,1134,3826,34,2506,24,2000
418,1135,4689,225,2231,647,2000
419,1211,10563,1951,970,4106,2000
420,1212,12095,6530,223,2426,2000
421,1213,9745,3374,1204,2737,2000
422,1214,3505,2258,373,352,2000
423,1215,8592,3084,389,2916,2000
424,1221,9494,3300,645,2900,2000
425,1222,4116,97,2632,61,2000
426,1223,4058,83,2223,61,2000
427,1224,3407,1076,1643,107,2000
428,1225,6448,742,2089,1005,2000
429,1231,11078,3775,2526,641,2000
430,1232,6104,2008,1615,415,2000
431,1233,9840,237,2790,3232,2000
432,1234,18529,913,109,10934,2000
433,1235,11855,1164,273,6522,2000
434,1411,14567,3602,292,6379,2000
435,1412,13656,2522,328,6252,2000
436,1413,12824,2353,644,5757,2000
437,1414,9726,2248,464,4115,2000
438,1421,13146,1305,718,6198,2000
439,1422,14180,705,1003,6979,2000
440,1423,9865,1063,1097,4153,2000
441,1424,8081,4265,756,1581,2000
442,1431,9431,2359,206,4145,2000
443,1432,7472,4163,139,1711,2000
444,1433,9191,3814,259,2823,2000
445,1434,10247,5290,182,2567,2000
446,1511,9086,135,5810,98,2000
447,1512,6528,150,4311,47,2000
448,1513,6358,548,3192,456,2000
449,1522,10066,59,6469,53,2000
450,1523,7393,67,4528,52,2000
451,1524,8460,86,5417,74,2000
452,1531,7635,34,4735,87,2000
453,1532,8060,24,5034,39,2000
454,1533,8639,120,5632,40,2000
455,1611,18505,13772,28,608,2000
456,1612,12872,9397,259,457,2000
457,1613,13300,9645,23,640,2000
458,1614,14411,10246,211,684,2000
459,1621,11297,7737,14,446,2000
460,1622,26689,18492,28,1788,2000
461,1623,17314,10760,60,1762,2000
462,1624,16511,10047,73,1823,2000
463,1631,17846,12471,17,1195,2000
464,1632,14042,9370,128,1220,2000
465,1633,20521,11969,61,2867,2000
466,1634,16849,8074,98,3825,2000
467,1651,1,0,0,0,2000
468,1652,0,0,0,0,2000
469,1653,1,0,0,0,2000
470,1654,1044,269,9,394,2000
471,1655,0,0,0,0,2000
472,1711,16930,8935,128,1065,2000
473,1712,25065,7807,450,5078,2000
474,1713,15407,2799,561,4932,2000
475,1722,14142,6848,137,2587,2000
476,1723,25397,5421,451,9095,2000
477,1724,18439,4858,383,6176,2000
478,1731,14015,6157,139,3606,2000
479,1732,13473,5528,131,3760,2000
480,1733,13846,3937,139,4976,2000
481,1811,8465,6410,341,472,2000
482,1812,9384,7439,267,316,2000
483,1813,9097,6575,638,207,2000
484,1814,10906,8867,478,322,2000
485,1821,11467,6057,2235,404,2000
486,1822,2978,233,1262,59,2000
487,1823,4024,501,1828,59,2000
488,1824,20377,16344,1205,641,2000
489,1831,4046,2797,431,187,2000
490,1832,8075,5649,995,373,2000
491,1833,10737,8484,349,314,2000
492,1834,11115,7985,687,396,2000
493,1911,17170,9713,355,2956,2000
494,1912,14352,8107,472,2632,2000
495,1913,8449,2823,1509,1762,2000
496,1914,13934,4090,3240,1745,2000
497,1915,12934,7331,1603,1578,2000
498,1921,11114,7215,142,1486,2000
499,1922,16399,11904,268,1621,2000
500,1923,9162,6657,485,770,2000
501,1924,10786,8645,276,619,2000
502,1925,23832,17411,1428,1502,2000
503,1931,10478,5331,915,1740,2000
504,1932,10923,8325,204,618,2000
505,1933,9840,7763,196,602,2000
506,1934,20048,15709,788,971,2000
507,1935,15116,12297,391,591,2000
508,2011,18119,7599,279,2025,2000
509,2012,11861,4779,453,2815,2000
510,2013,12946,5800,965,2392,2000
511,2022,9374,3876,2185,947,2000
512,2023,9838,4812,1821,870,2000
513,2024,11332,4171,2167,1031,2000
514,2031,10912,4748,221,2260,2000
515,2032,10182,4662,373,2418,2000
516,2033,7469,2578,928,855,2000
517,2211,23546,16089,652,526,2000
518,2212,20501,7761,6479,324,2000
519,2213,11686,3286,4873,156,2000
520,2221,8888,1719,4629,109,2000
521,2222,9192,34,6690,28,2000
522,2223,11189,37,8348,59,2000
523,2232,8505,62,6049,52,2000
524,2233,8804,36,6506,49,2000
525,2234,9410,55,6649,78,2000
526,2411,22233,11124,1384,1880,2000
527,2412,18960,6917,696,1980,2000
528,2413,24194,7534,1249,2826,2000
529,2422,9655,2683,2825,1195,2000
530,2423,12240,3954,2492,2249,2000
531,2424,13664,2680,2968,3123,2000
532,2431,7702,2433,1432,1459,2000
533,2432,19534,6479,3128,3602,2000
534,2433,23615,10219,3444,2825,2000
535,2511,12865,6750,65,2580,2000
536,2512,20391,6018,860,6943,2000
537,2513,8185,2042,3022,572,2000
538,2514,17653,6470,143,5686,2000
539,2515,17276,2949,767,7783,2000
540,2521,20292,4329,189,8941,2000
541,2522,14969,1342,270,7982,2000
542,2523,15516,4191,104,5921,2000
543,2524,13665,2020,219,6750,2000
544,2525,12756,854,320,6811,2000
545,2531,8806,116,5582,208,2000
546,2532,11919,157,7549,278,2000
547,2533,11629,485,4416,2508,2000
548,2534,14243,472,1695,6745,2000
549,2535,13137,434,794,6923,2000
550,3100,24388,18458,47,789,2000
551,111,1691,1030,106,126,2010
552,112,909,603,90,63,2010
553,113,815,504,130,68,2010
554,114,12626,8012,1182,847,2010
555,121,5308,2948,382,303,2010
556,122,2797,1637,382,242,2010
557,123,10434,6565,1480,663,2010
558,124,2423,1109,426,254,2010
559,131,10629,4955,2652,551,2010
560,132,10583,5065,3162,621,2010
561,133,5418,466,3500,151,2010
562,211,7703,1332,4716,229,2010
563,212,7255,132,6849,130,2010
564,213,5401,99,5098,85,2010
565,214,6709,165,6225,126,2010
566,215,3164,59,2958,75,2010
567,221,4993,106,4699,71,2010
568,222,14434,2809,9738,475,2010
569,223,6678,155,6231,126,2010
570,224,3022,38,2875,56,2010
571,225,1917,9,1850,39,2010
572,231,2203,14,2143,24,2010
573,232,3487,22,3382,32,2010
574,233,8056,2288,4633,302,2010
575,234,10633,4498,3599,818,2010
576,235,8844,4727,1923,496,2010
577,311,3248,11,3175,16,2010
578,312,4156,28,4051,40,2010
579,313,5730,209,5265,76,2010
580,314,5482,827,4022,203,2010
581,321,8312,114,7888,131,2010
582,322,4768,19,4640,56,2010
583,323,7750,41,7512,75,2010
584,324,6968,46,6682,118,2010
585,331,11205,1083,9462,229,2010
586,332,6695,104,6283,131,2010
587,333,4439,49,4265,58,2010
588,334,8286,221,7675,173,2010
589,411,6011,44,5778,89,2010
590,412,10618,61,10221,138,2010
591,413,10322,70,9972,135,2010
592,414,11498,82,10987,196,2010
593,421,9922,126,9462,162,2010
594,422,5714,82,5067,447,2010
595,423,13728,264,10122,3123,2010
596,424,9035,268,5144,3514,2010
597,431,10947,581,6904,3313,2010
598,432,17832,2407,762,14506,2010
599,433,14478,5475,655,8129,2010
600,434,3726,440,1635,1591,2010
601,511,14611,74,14175,146,2010
602,512,8313,24,8110,85,2010
603,513,7992,23,7781,83,2010
604,522,6980,35,6771,90,2010
605,523,11142,46,10820,131,2010
606,524,8828,35,8538,149,2010
607,531,4610,504,3489,540,2010
608,532,6379,73,5038,1185,2010
609,533,5801,38,5564,137,2010
610,611,8314,24,8121,72,2010
611,612,9329,26,9111,107,2010
612,613,8338,22,8166,71,2010
613,614,9992,62,9731,75,2010
614,621,7450,36,7249,85,2010
615,622,3617,17,3503,55,2010
616,623,5788,21,5624,67,2010
617,624,8237,55,7927,119,2010
618,631,8998,23,8759,101,2010
619,632,9493,38,9249,70,2010
620,633,6490,20,6332,48,2010
621,634,5470,14,5342,63,2010
622,711,4998,27,4836,67,2010
623,712,5043,15,4917,68,2010
624,713,5732,14,5544,102,2010
625,714,3876,12,3700,121,2010
626,715,3872,22,3563,235,2010
627,722,4118,18,3992,34,2010
628,723,4639,20,4524,37,2010
629,724,4057,15,3944,40,2010
630,725,5167,23,5029,56,2010
631,726,4864,15,4691,109,2010
632,731,4564,29,4423,62,2010
633,732,3978,5,3909,33,2010
634,733,4940,12,4813,48,2010
635,734,4367,18,4244,65,2010
636,735,5922,19,5707,121,2010
637,811,22067,14835,67,6873,2010
638,812,16025,9238,151,6323,2010
639,813,21926,5478,311,15840,2010
640,814,9770,3269,1676,4667,2010
641,815,16344,3738,390,11900,2010
642,821,9993,1254,130,8146,2010
643,822,21307,1731,377,18990,2010
644,823,21801,1419,3726,16456,2010
645,824,15195,513,2313,12255,2010
646,825,8212,161,5886,2064,2010
647,831,15051,965,7176,6682,2010
648,832,7774,131,7049,486,2010
649,833,20618,2662,1662,16007,2010
650,834,23904,5177,7242,11022,2010
651,835,16546,859,13007,2440,2010
652,911,12029,1072,1479,8414,2010
653,912,15412,2670,185,10033,2010
654,913,14637,4502,484,5005,2010
655,914,17928,2950,400,1401,2010
656,915,12099,5419,1066,2663,2010
657,921,14126,1222,215,11921,2010
658,922,17282,1321,176,15396,2010
659,923,15493,841,239,14328,2010
660,924,8349,413,302,7450,2010
661,925,6498,3089,1517,1390,2010
662,931,11458,430,1165,9779,2010
663,932,6693,72,4313,2256,2010
664,933,6874,220,2031,4505,2010
665,934,5353,63,4794,430,2010
666,935,3043,491,1957,444,2010
667,1011,6635,46,6370,148,2010
668,1012,5379,28,5134,147,2010
669,1013,10860,249,2265,8281,2010
670,1014,5757,73,5479,148,2010
671,1021,4909,35,4689,132,2010
672,1022,5328,169,4370,702,2010
673,1023,5780,360,1095,4227,2010
674,1024,11620,183,1824,9524,2010
675,1031,19393,376,69,18888,2010
676,1032,11838,195,30,11560,2010
677,1033,14594,1022,4192,9316,2010
678,1034,13579,1308,2626,9493,2010
679,1111,8629,163,5653,2726,2010
680,1112,7134,104,5246,1729,2010
681,1113,4111,9,3963,97,2010
682,1114,2134,17,2043,50,2010
683,1115,2882,22,2773,36,2010
684,1121,6498,278,4402,1721,2010
685,1122,6209,83,5758,302,2010
686,1123,4855,160,4433,180,2010
687,1124,2502,70,2324,76,2010
688,1125,1738,80,1540,95,2010
689,1131,4027,30,3925,42,2010
690,1132,4892,21,4764,72,2010
691,1133,5533,52,5287,131,2010
692,1134,4347,119,4011,165,2010
693,1135,5978,548,4273,859,2010
694,1211,8869,3546,1232,3826,2010
695,1212,11425,8445,246,2082,2010
696,1213,9590,5476,1114,2362,2010
697,1214,7646,5428,714,542,2010
698,1215,8524,4591,759,2697,2010
699,1221,8538,4517,905,2774,2010
700,1222,4176,335,3388,314,2010
701,1223,3952,444,3064,247,2010
702,1224,5073,2896,1305,325,2010
703,1225,5094,1124,2303,973,2010
704,1231,9071,3928,2166,722,2010
705,1232,12794,6523,2756,1106,2010
706,1233,6603,862,2033,3539,2010
707,1234,13888,1297,340,12054,2010
708,1235,10250,1738,444,7683,2010
709,1411,12905,4887,417,6963,2010
710,1412,11700,2981,536,7695,2010
711,1413,10716,3548,859,5968,2010
712,1414,8425,3894,412,3691,2010
713,1421,10738,2850,1054,6439,2010
714,1422,12123,1250,1707,8948,2010
715,1423,7961,2273,1518,3804,2010
716,1424,8710,6035,678,1339,2010
717,1431,8126,3359,320,4062,2010
718,1432,7691,5627,192,1351,2010
719,1433,8808,5635,440,2071,2010
720,1434,11047,7787,240,2190,2010
721,1511,7242,114,6708,333,2010
722,1512,5484,170,5115,126,2010
723,1513,4231,157,3678,294,2010
724,1522,9471,194,8680,403,2010
725,1523,6202,104,5885,133,2010
726,1524,6765,61,6303,341,2010
727,1531,5868,43,5463,297,2010
728,1532,6196,28,5935,184,2010
729,1533,7039,77,6802,108,2010
730,1611,18423,15690,74,1871,2010
731,1612,12581,10704,38,1248,2010
732,1613,13571,10754,61,1735,2010
733,1614,14546,11260,397,1486,2010
734,1621,11367,9100,80,1071,2010
735,1622,26387,18827,185,5167,2010
736,1623,17743,11004,223,4297,2010
737,1624,15420,9267,226,4877,2010
738,1631,18436,14176,96,3393,2010
739,1632,14169,9955,161,3291,2010
740,1633,20713,11402,174,7869,2010
741,1634,16603,6411,294,9125,2010
742,1651,0,0,0,0,2010
743,1652,0,0,0,0,2010
744,1653,0,0,0,0,2010
745,1654,1329,633,19,609,2010
746,1655,0,0,0,0,2010
747,1711,17004,10030,320,2170,2010
748,1712,23234,8117,819,8345,2010
749,1713,13260,4462,718,6030,2010
750,1722,14223,7217,530,4734,2010
751,1723,22193,5460,923,13246,2010
752,1724,16183,6035,542,7984,2010
753,1731,12441,5047,301,6301,2010
754,1732,12472,4923,321,6422,2010
755,1733,13281,4487,318,7118,2010
756,1811,9079,7458,481,605,2010
757,1812,8365,7141,206,423,2010
758,1813,8756,7142,735,355,2010
759,1814,10299,8599,523,448,2010
760,1821,10781,6804,2865,390,2010
761,1822,2628,1220,1011,139,2010
762,1823,3345,1424,1321,231,2010
763,1824,20873,16986,1189,973,2010
764,1831,9334,7193,397,508,2010
765,1832,8343,6035,839,486,2010
766,1833,9301,7458,359,414,2010
767,1834,15852,10887,753,835,2010
768,1911,16180,11999,400,2456,2010
769,1912,13483,9801,502,2164,2010
770,1913,7853,3837,1950,1415,2010
771,1914,11489,4096,3996,1501,2010
772,1915,12067,8214,1599,1311,2010
773,1921,11458,9095,196,1389,2010
